repository	module	file	line	match
modules	learningcontent	learningcontent/templates/content/addeditpage_tpl.php	49	$htmlarea = $this->newObject('htmlarea', 'htmlelements');
modules	learningcontent	learningcontent/templates/content/addeditscormchapter_tpl.php	160	//$htmlArea = $this->newObject('htmlarea', 'htmlelements');
modules	learningcontent	learningcontent/templates/content/addeditscormpage_tpl.php	180	//$htmlArea = $this->newObject('htmlarea', 'htmlelements');
modules	learningcontent	learningcontent/templates/content/addedittfpchapter_tpl.php	36	$htmlArea = $this->newObject('htmlarea', 'htmlelements');
modules	learningcontent	learningcontent/templates/content/nochapters_tpl.php	29	$htmlArea = $this->newObject('htmlarea', 'htmlelements');
modules	liftclub	liftclub/templates/content/invite_tpl.php	7	$this->loadClass('htmlarea', 'htmlelements');
modules	liftclub	liftclub/templates/content/invite_tpl.php	50	$friendmsg = $this->newObject('htmlarea', 'htmlelements');
modules	mailmannews	mailmannews/templates/content/sendletter_tpl.php	10	$this->loadClass('htmlarea', 'htmlelements');
modules	mailmannews	mailmannews/templates/content/sendletter_tpl.php	22	$qpcontent = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	64	        $this->loadClass('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	144	        $objEditor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	225	        $this->loadClass('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	350	            $objAddEditor = $this->getObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	636	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	945	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	963	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	1253	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	1287	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	1349	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	1396	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	1443	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	1834	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	1880	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	2812	        $editor = $this->newObject('htmlarea', 'htmlelements');
modules	mcqtests	mcqtests/classes/formmanager_class_inc.php	2858	        $editor = $this->newObject('htmlarea', 'htmlelements');
